Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
act2_20be88c3	il	If I think of who could have been present in the Master's chambers at the time, only two people remain. Did Salome murder Uldin? I've gathered that they must have died from the wounds they inflicted on each other. Am I correct?	game/scripts/acts/act2.rpy	1168	il "[what]"
act2_97ba533b	ed	From what I could tell, yes. But I… I’ve already put you through too much. You have to stop this investigation. There’s no use in getting your hopes up.	game/scripts/acts/act2.rpy	1171	ed "[what]"
act2_f300b4a3	il	...What? I don't understand. We're so close to finding out the truth! What is there left to hide?	game/scripts/acts/act2.rpy	1176	il "[what]"
act2_ef23cffb	ed	… If I were to live my life honestly... If I were not a monster… You wouldn't have to keep living a lie.	game/scripts/acts/act2.rpy	1181	ed "[what]"
act2_5ebf2b97	il	Earlier today, I saw you holding Salome's corpse in your arms. What happened?	game/scripts/acts/act2.rpy	1184	il "[what]"
act2_fa142dd3	ed	I hid the answer from you for a reason. Please, don’t pry any further…	game/scripts/acts/act2.rpy	1187	ed "[what]"
act2_95dec2af	il	...You really did kill her.	game/scripts/acts/act2.rpy	1190	il "[what]"
act2_14156a78		His eyes are empty and cold. At his loss for words, Ilona's heart sinks. Her hands tremble, and she lowers her head.	game/scripts/acts/act2.rpy	1193	"[what]"
act2_e96fe835	il	No… There’s no way… I… You couldn’t have…	game/scripts/acts/act2.rpy	1196	il "[what]"
act2_c11d2189	ed	I should've said something sooner rather than have you go through all of this. I'm sorry.	game/scripts/acts/act2.rpy	1198	ed "[what]"
act2_57117e2c	il	I believed you were innocent!	game/scripts/acts/act2.rpy	1201	il "[what]"
act2_855c5338	ed	If it truly were that simple, then… Well, I wouldn’t have been locked up.	game/scripts/acts/act2.rpy	1204	ed "[what]"
act2_7bbadafb		She chokes back her tears before gathering her composure and speaking again.	game/scripts/acts/act2.rpy	1207	"[what]"
act2_a7f1627b	il	Tell me everything. Even if the truth will damn us both… I need to know.	game/scripts/acts/act2.rpy	1210	il "[what]"
act3_56842ef2	ed	I retired to my bedroom after Uldin's story about the werewolf attack. I couldn't take much more of it. After that, I fell into a deep and dreamless sleep.	game/scripts/acts/act3.rpy	38	ed "[what]"
act3_f415722b	ed	I first noticed the wolfskin was gone when I heard the scream. The faint scent of perfume made me think it must have been Salome's doing.	game/scripts/acts/act3.rpy	40	ed "[what]"
act3_a4a62b4a	il	Did you hear me knocking on your door?	game/scripts/acts/act3.rpy	45	il "[what]"
act3_eca4625b	ed	I didn't know if you were alone — I heard Kellac's voice on the other side. I kept quiet knowing I couldn't risk opening the door with my arms transformed.	game/scripts/acts/act3.rpy	50	ed "[what]"
act3_edd3518b	il	So, when Kellac and I left to seek help, you moved to the master bedroom.	game/scripts/acts/act3.rpy	54	il "[what]"
act3_a066d1ba	ed	Yes. If the wolfskin had been taken, it surely would be there. I was only thinking of saving my own life.	game/scripts/acts/act3.rpy	56	ed "[what]"
act3_5e560a5b	ed	When I broke down the door, Salome was on the ground, barely conscious anymore. The room was full of smoke and ash. She still had some lycan features: fangs, and claws… 	game/scripts/acts/act3.rpy	64	ed "[what]"
act3_316217b2	ed	Her voice was thin, high and frail. Her body seemed so small. I've never seen burns that horrible.	game/scripts/acts/act3.rpy	72	ed "[what]"
act3_bf6d7fec	ed	I asked to have the wolfskin back, but she ignored my plea. With the last of her strength, she begged me to kill her.	game/scripts/acts/act3.rpy	74	ed "[what]"
act3_1d74bcef		Ilona remains silent for a long while. The fatigue is starting to set in and she feels ready to crumble.	game/scripts/acts/act3.rpy	76	"[what]"
act3_39e31cbe	il	How did you do it? Kellac ruled her death as complications from her burn wounds.	game/scripts/acts/act3.rpy	78	il "[what]"
act3_8e7991fe	ed	I tried to think of the most merciful way to give her peace. I truly did pity her - we suffered the same curse, and I felt my sorrow in her.	game/scripts/acts/act3.rpy	85	ed "[what]"
act3_88f63c4a	ed	I held her close and crushed the bones in her neck, hoping for an instant death.	game/scripts/acts/act3.rpy	99	ed "[what]"
act3_7d10e169	il	You're certain you killed her? She wasn’t already dead before that?	game/scripts/acts/act3.rpy	101	il "[what]"
act3_e3569b2f	ed	When a bearer of the wolfskin dies, they revert to human form. She no longer had any bestial features when I was done.	game/scripts/acts/act3.rpy	103	ed "[what]"
act3_bce0a736	il	And as you searched for the wolfskin, we found you.	game/scripts/acts/act3.rpy	105	il "[what]"
act3_c0303e5c	ed	Yes. How you found it in the chest in Salome's room, I don't know.	game/scripts/acts/act3.rpy	107	ed "[what]"
act3_d63c939b		Ilona and Edwin fall silent. Even though he had killed Salome, he was not the one who orchestrated the murder of Uldin.	game/scripts/acts/act3.rpy	111	"[what]"
act3_ebdc3254	il	Fleur still hasn't been found. People fear she's actually been kidnapped, or taken by the fae.	game/scripts/acts/act3.rpy	129	il "[what]"
act3_36b70b36	ed	Do you think that could be the case?	game/scripts/acts/act3.rpy	136	ed "[what]"
act3_1d6af9c1	il	Her location was not accounted for during or after the murder. Part of me believes she's more than just a witness.	game/scripts/acts/act3.rpy	138	il "[what]"
act3_663a1154	ed	Then you believe her to be an accomplice… Or, if she were the murderer… Hmm…	game/scripts/acts/act3.rpy	140	ed "[what]"
act3_97b6b7c1		Edwin considers this for a moment.	game/scripts/acts/act3.rpy	142	"[what]"
act3_2d71c5fb	ed	If she wore the wolfskin, perhaps.	game/scripts/acts/act3.rpy	144	ed "[what]"
act3_16a3b092	ed	But if she truly is lost, she'd be suffering the same consequences as I did. It's excruciating to go through.	game/scripts/acts/act3.rpy	150	ed "[what]"
act3_93b726ad	ed	When I was first given the wolfskin, I foolishly tried to part with it and leave it behind. In retribution for not heeding the curse, I was left howling in pain.	game/scripts/acts/act3.rpy	152	ed "[what]"
act3_b968962b	ed	If she's still missing and guilty, she'd need to have incredible fortitude to remain silent for such a long time.	game/scripts/acts/act3.rpy	159	ed "[what]"
act3_fe5cf5ed	il	Then maybe Fleur was just an accomplice — unwillingly, perhaps? I strongly believe that she helped Salome.	game/scripts/acts/act3.rpy	161	il "[what]"
act3_bed5bb42	ed	That's probably the safest assumption, until she is found.	game/scripts/acts/act3.rpy	163	ed "[what]"
act3_efb1c0a0	il	If only we had been honest and asked to stay together…	game/scripts/acts/act3.rpy	174	il "[what]"
act3_a4d79b14	ed	No. Had they sought the wolfskin while we were together, they might have killed you to get their hands on it. It would have been just as easy to frame me for that.	game/scripts/acts/act3.rpy	177	ed "[what]"
act3_a28a58e5	ed	This may have been for the best.	game/scripts/acts/act3.rpy	180	ed "[what]"
act3_33436aa0	il	Let's not think about that now. I'm as involved in this as you are, regardless.	game/scripts/acts/act3.rpy	185	il "[what]"
act3_21dd4acf	ed	Ilona, listen to me. The people here… They appreciate you. I meant to bring this up in the morning, when we saw each other again.	game/scripts/acts/act3.rpy	190	ed "[what]"
act3_121c862f	ed	You… You should stay here. Let them dispose of me. Live, and survive.	game/scripts/acts/act3.rpy	193	ed "[what]"
act3_43638fa3	il	And watch you {i}die{/i}? Do you really think I would be happy with something like that?	game/scripts/acts/act3.rpy	196	il "[what]"
act3_0be47c3b	ed	I'm going to get what's coming to me, sooner or later.	game/scripts/acts/act3.rpy	201	ed "[what]"
act3_311dc8e2	ed	Your hurt and pain will heal. You can recover. If you're with me, you won't be able to walk a righteous path. But if you leave me here, at least one of us will survive.	game/scripts/acts/act3.rpy	204	ed "[what]"
act3_88538a1b	il	Enough! I was well aware of the consequences when I left the priory with you!	game/scripts/acts/act3.rpy	211	il "[what]"
act3_28de53f6	il	I'm not trying to find a way to break your curse so I can return to the priory, or to repent for my sins.	game/scripts/acts/act3.rpy	214	il "[what]"
act3_6884fafc	il	I'm doing it so we can live together without the constant fear of being hunted down!	game/scripts/acts/act3.rpy	217	il "[what]"
act3_e8189c5e	ed	I-Ilona… You really want…	game/scripts/acts/act3.rpy	222	ed "[what]"
act3_27ed1149	il	I can't do that if you offer yourself up to be killed.	game/scripts/acts/act3.rpy	226	il "[what]"
act3_e2ecceb1		Edwin goes to reach for her face, but pauses.	game/scripts/acts/act3.rpy	228	"[what]"
act3_875a21a3		 He slips off his glove first and brushes away Ilona's tears with his thumb.	game/scripts/acts/act3.rpy	231	"[what]"
act3_7b905602	ed	Then we need to survive and break the curse. We'll travel to my homeland, and you can meet my family. We'll live in a valley by a lake, and you… you won't have to feel lonely ever again.	game/scripts/acts/act3.rpy	234	ed "[what]"
act3_9ae35e36		He smiles warmly at her. Her tears subside as he wipes them away. She touches the hand at her cheek, laughing lightly at his comment.	game/scripts/acts/act3.rpy	239	"[what]"
act3_32d7fb6b	il	Let's not get ahead of ourselves yet. We need to figure out a plan first. Now that you have your wolfskin back, you could easily break through the chains… We could escape.	game/scripts/acts/act3.rpy	242	il "[what]"
act3_cbd1a5c7	ed	It'll be difficult… but I can try. The walls are high, but I could scale them if I transform. If you could survey the town's layout looking for a part of the wall that could give me some footing, that would help us.	game/scripts/acts/act3.rpy	245	ed "[what]"
act3_f2be927c	il	Understood. I should go — someone might be searching for me.	game/scripts/acts/act3.rpy	248	il "[what]"
act3_90de7b75		Ilona ties the chains around Edwin again. His possession of the wolfskin should remain a secret until the time comes for them to escape and he partially transforms his arms; appearing as he did before.	game/scripts/acts/act3.rpy	261	"[what]"
act3_f38c15f4		After confirming that nobody is at the door to the dungeon, she exits outside. The door to the dungeon shuts with a metallic groan.	game/scripts/acts/act3.rpy	265	"[what]"
act3_5f20c9e0		The wind howls and she draws her nun's habit closer to her body. The ruins of the chapel loom towards her, as though the remaining structure threatens to collapse.	game/scripts/acts/act3.rpy	274	"[what]"
act3_ea8c6920	an	What are you doing here, Ilona? Praying for help now of all times?	game/scripts/acts/act3.rpy	280	an "[what]"
act3_88db914c		Ilona's heart leaps when she hears Anari speak so suddenly.	game/scripts/acts/act3.rpy	284	"[what]"
act3_54ff7d91	il	…Indeed. I was praying for your success in finding Fleur. Are there any new leads?	game/scripts/acts/act3.rpy	293	il "[what]"
act3_7584c20f	an	No, but there's still time before sundown. We'll search the forest. I had to personally oversee another crucial job.	game/scripts/acts/act3.rpy	296	an "[what]"
act3_9f7f4fd6	il	What might that be?	game/scripts/acts/act3.rpy	299	il "[what]"
act3_82e26635	an	Making sure there's enough firewood to build a pyre.	game/scripts/acts/act3.rpy	303	an "[what]"
act3_40ff6eea	il	…!	game/scripts/acts/act3.rpy	306	il "[what]"
act3_9bb63cbb	an	Edwin is a {i}huge{/i} man. Wouldn't it be terrible to burn him at the stake only to leave the job half-finished? And he can turn into a werewolf… What if he transforms as he burns up?	game/scripts/acts/act3.rpy	309	an "[what]"
act3_e9519b73	il	You may think him a monster, but sometimes you speak like one.	game/scripts/acts/act3.rpy	312	il "[what]"
act3_badc2cb1	an	It's not like I'm the one who murdered two people. But I'm sure you've had more than enough time to learn how your beloved little werewolf took care of that through your investigation.	game/scripts/acts/act3.rpy	315	an "[what]"
act3_5ed84369	il	You shouldn't let your guard down; I have a better understanding of the situation now.	game/scripts/acts/act3.rpy	318	il "[what]"
act3_f12c9371	an	Good. This should be entertaining.	game/scripts/acts/act3.rpy	321	an "[what]"
act3_a3789259		With that remark, Anari leaves. In the remaining time, Ilona reconvenes with Kellac. Eisleigh's condition is now stable and she is resting, the bleeding ceased.	game/scripts/acts/act3.rpy	332	"[what]"
act3_3de19cf6		As part of the investigation, Ilona and Kellac join the search party for Fleur.	game/scripts/acts/act3.rpy	337	"[what]"
act3_ff4cce92	extend	 While doing so, Ilona searches for an escape route, and any part of the wall that looks like it could be scalable.	game/scripts/acts/act3.rpy	340	extend "[what]"
act3_b1b637c4		Eventually, Kellac takes his leave to watch over Eisleigh, to make sure her condition remains stable, leaving Ilona in the town square.	game/scripts/acts/act3.rpy	347	"[what]"
act3_85cb5591		The day grows darker as the sun dips below the horizon. Edwin is brought out from the dungeon, his wolf-like arms bound in chains.	game/scripts/acts/act3.rpy	354	"[what]"
act3_31020d92		Anari is waiting. Several of the townsfolk look to the pyre. There is an air of formality surrounding Anari —clad in her red hunting garments, the vibrant colour is illuminated by the glow of the sun.	game/scripts/acts/act3.rpy	363	"[what]"
act3_55ff374f	an	We will begin the proceedings against Edwin, who was apprehended this morning.	game/scripts/acts/act3.rpy	371	an "[what]"
act3_0680801f	an	He has made his companionship with the nun, Ilona, clear. Ilona has been harboring him with the knowledge that he is a werewolf.	game/scripts/acts/act3.rpy	373	an "[what]"
act3_ad7c496b	an	Edwin was found on scene, holding Salome's lifeless body.	game/scripts/acts/act3.rpy	376	an "[what]"
act3_4192c105	an	I'll start first with some important information. We could not locate Fleur, but we found this envelope in the forest. The seal on it was still intact.	game/scripts/acts/act3.rpy	380	an "[what]"
act3_66215588		Anari's face is grim. She pulls out a letter, the seal on it broken. She reads the brief message out loud for all to hear.	game/scripts/acts/act3.rpy	384	"[what]"
act3_8c2c6071	fl	{i}By the time you receive this letter, I will be reunited with who I consider to be my true family.{/i}	game/scripts/acts/act3.rpy	398	fl "[what]"
act3_95a5714b	fl	{i}I could only choose one or the other, and so I have decided to take a test of faith to prove my worthiness: I will strike terror into the one who has abandoned me.{/i}	game/scripts/acts/act3.rpy	400	fl "[what]"
act3_1dbf4ee5	fl	{i}In doing so, I have let fate decide my hand, and this was the result - to reunite me with the fair ones forevermore.{/i}	game/scripts/acts/act3.rpy	402	fl "[what]"
act3_e9247e39	extend	{i} - Fleur Belorovna{/i}	game/scripts/acts/act3.rpy	403	extend "[what]"
act3_86851b26	an	We are certain that this is her hand-writing.	game/scripts/acts/act3.rpy	414	an "[what]"
act3_f018bc2a	an	Fleur is… no longer with us. She has been taken by the fair folk. We couldn't find any trace of her, not even her footprints, or any clues towards her disappearance.	game/scripts/acts/act3.rpy	417	an "[what]"
act3_632ed3d1	an	…With that matter settled, let's proceed with Edwin. The nun Ilona has prepared a defence. Please, rise.	game/scripts/acts/act3.rpy	420	an "[what]"
act3_701fa7c1		The words are stuck in Ilona's throat. She thinks deeply about the contents of Fleur's letter, but it truly sounds like the young girl mysteriously vanished. Though a part of her can’t accept that explanation so easily.	game/scripts/acts/act3.rpy	426	"[what]"
act3_8fb82fa7		{i}I could only choose one or the other, and so I have decided to take a test of faith to prove my worthiness.{/i}	game/scripts/acts/act3.rpy	428	"[what]"
act3_fdb0c563		Ilona decides that they should at least begin with what they know from the investigation, and think about Fleur's letter along the way.	game/scripts/acts/act3.rpy	436	"[what]"
act3_9be24994	il	This murder had at least two conspirators involved: Salome and Fleur.	game/scripts/acts/act3.rpy	439	il "[what]"
act3_06ae8575	an	Hoh? Go on.	game/scripts/acts/act3.rpy	442	an "[what]"
act3_e74b8f23	il	Both Salome and Fleur conspired together to drug the guests at the banquet, by poisoning the sugar with a powerful soporific.	game/scripts/acts/act3.rpy	445	il "[what]"
act3_3373944c	il	This was given to Uldin by Kellac last night as part of his medicine to aid his sleeplessness. Kellac has confirmed three doses of this medicine disappeared from his dispensary.	game/scripts/acts/act3.rpy	447	il "[what]"
act3_ef73d5b4	il	During the banquet, Fleur and Salome were able to figure out Edwin's true nature, and thought to drug him by lacing the sugar with the soporific. When Edwin was asleep, they were able to steal a cursed item from him, and assume the form of a werewolf.	game/scripts/acts/act3.rpy	450	il "[what]"
act3_5e958068	an	All I care about are the deaths themselves at the end of the day. So? Who was the one that murdered Uldin?	game/scripts/acts/act3.rpy	455	an "[what]"
act3_84e8686a		Ilona thinks carefully about the course of events and what she really saw.	game/scripts/acts/act3.rpy	458	"[what]"
act3_7033c0d7		(The corpse of Salome, burned beyond recognition… )	game/scripts/acts/act3.rpy	464	"[what]"
act3_174abad5		(Her voice was thin, high and frail. Her body seemed smaller, possibly due to the burns…)	game/scripts/acts/act3.rpy	468	"[what]"
act3_f49b420d		(“If she wore the wolfskin....”)	game/scripts/acts/act3.rpy	473	"[what]"
act3_10e2b2df		A theory appears before her, dispelling the illusion of what she saw. If she is right, then this would explain the tragedy of last night in its entirety.	game/scripts/acts/act3.rpy	475	"[what]"
act3_fa62cd70	il	How were you able to identify the burned corpse in the Master's chamber?	game/scripts/acts/act3.rpy	486	il "[what]"
act3_d9aeb8b3	an	Her skin was charred beyond recognition, so we had to resort to what remained of her hair and her ring to determine it was Salome.	game/scripts/acts/act3.rpy	488	an "[what]"
act3_0bd32bb9	il	Did Salome have any identifying features on her body? Anything that could be used to set her apart?	game/scripts/acts/act3.rpy	490	il "[what]"
act3_01dcf84e	an	Nothing that I know of, apart from the mole near her eye… And as I said, her face has been horribly burned — 	game/scripts/acts/act3.rpy	492	an "[what]"
act3_18dc2264	il	Then, here's my answer for who murdered Uldin: the culprit was Fleur.	game/scripts/acts/act3.rpy	501	il "[what]"
act3_cf51372a	extend	 The corpse of Salome has been misidentified.	game/scripts/acts/act3.rpy	507	extend "[what]"
act3_39d4b75a	an	What? How dare you doubt Kellac's judgement? You must be truly grasping at straws to make such bold claims!	game/scripts/acts/act3.rpy	516	an "[what]"
act3_0fa1ca1c	il	You said the corpse's face, hair and body were burned to an unrecognizable state. The only identifiers we had were Salome's ring, and her nightgown - all clothing and effects.	game/scripts/acts/act3.rpy	519	il "[what]"
act3_7d79c9df	il	I insist: this is Fleur's body.	game/scripts/acts/act3.rpy	521	il "[what]"
act3_6b36032f	an	Say we believe for one second we mistook one corpse for another — why Fleur? Why would she ever want to murder her own father?!	game/scripts/acts/act3.rpy	526	an "[what]"
act3_6d8f118d	il	I don't have all the details… This is only a theory if the letter's contents can be believed. Her letter read: I will strike terror into the one who has abandoned me.	game/scripts/acts/act3.rpy	529	il "[what]"
act3_371c36f7	il	Fleur's letter talks about choosing her true family. Uldin is not frequently in this town, is he? He has essentially abandoned his daughter.	game/scripts/acts/act3.rpy	531	il "[what]"
act3_bfc261b8	il	Only the guests were drugged that night — but not Uldin, herself or her mother. She needed him awake to scare him. As luck would have it, Edwin had the cursed item needed for transformation into a werewolf.	game/scripts/acts/act3.rpy	536	il "[what]"
act3_5b9cf577	il	Her mother was assisting her in this plot. Fleur never intended to kill, she only wished to scare Uldin, perhaps to convince him to change his behaviour.	game/scripts/acts/act3.rpy	542	il "[what]"
act3_98ac740c	il	She assumed the form of a werewolf, Uldin's worst fear.	game/scripts/acts/act3.rpy	547	il "[what]"
act3_478db448	il	She wore her mother's ring, perhaps to prove she had permission if found wandering at night… As you know, Fleur is fond of pranks and tricks. What better night than All Hallow's Eve?	game/scripts/acts/act3.rpy	549	il "[what]"
act3_3ee5a633	an	I refuse to believe this… This is all far too absurd.	game/scripts/acts/act3.rpy	551	an "[what]"
act3_63c485d5	il	A werewolf has considerable strength, even more than a beast, but it doesn't make you impervious to all attacks.	game/scripts/acts/act3.rpy	553	il "[what]"
act3_765a3351	il	Terrified by such a horrible sight, Uldin did not hesitate to burn Fleur with magic, and driven mad by the pain, she killed him by biting his throat.	game/scripts/acts/act3.rpy	557	il "[what]"
act3_6ddf0c79	il	You may have believed she was taken by the fair folk, but this would explain why you were unable to find her; or even to glimpse any trace of her - she was already dead.	game/scripts/acts/act3.rpy	566	il "[what]"
act3_e20637ab	an	Then how do you explain Fleur's letter? Or the wooden effigy of her that appeared in her bed?!	game/scripts/acts/act3.rpy	569	an "[what]"
act3_fd1c478f	il	I've already laid the evidence bare: there was more than one conspirator. Even taking the cursed item out of the equation, Salome was surely aware that there was a sedated monster in her house. And I strongly believe that she encouraged Fleur to do this 'prank' on her father.	game/scripts/acts/act3.rpy	572	il "[what]"
act3_83f73ac6	il	Salome must have screamed to clear suspicion from herself, and hid in the master's chamber. At that point, Edwin was looking for his stolen item. He broke down the door and found Fleur's body.	game/scripts/acts/act3.rpy	581	il "[what]"
act3_6309b60e	an	How dare you — You have no idea how much Salome loved her daughter! She'd never abandon her like that!	game/scripts/acts/act3.rpy	596	an "[what]"
act3_c58a4fd8	il	I wouldn't be so quick to discount the possibility. We found a chest made for Fleur in Salome's room. When Eisleigh opened it, she suffered a horrific injury from a trap. Perhaps Salome had the trap for some time, and her target was Fleur.	game/scripts/acts/act3.rpy	599	il "[what]"
act3_3af103db		Anari remains silent, but her glare is penetrating and cold. Despite this, Ilona continues.	game/scripts/acts/act3.rpy	602	"[what]"
act3_d5fbc31b	il	She waited patiently until the manse was empty. After we escorted Edwin to the dungeon and gathered in the town square, Salome was able to move again. She locked the wolfskin away in a chest in her room, and trapped it with a device.	game/scripts/acts/act3.rpy	605	il "[what]"
act3_03bc49f9	il	Salome placed the statue in Fleur's bed to make it seem like she was spirited away by the fair folk. This statue fits the description of this receipt I found in Salome's room. Here.	game/scripts/acts/act3.rpy	608	il "[what]"
act3_21f618f2		Ilona hands Anari the paper she found in the chest.	game/scripts/acts/act3.rpy	613	"[what]"
act3_5c65aecc		Upon realizing that it explains the existence of the wooden statue of Fleur, she looks thoroughly displeased; nearly crumpling the document.	game/scripts/acts/act3.rpy	615	"[what]"
act3_d6109fd5	il	Fleur must have had some suspicion this plan was risky, so she wrote a short letter. If she succeeded in her prank, all she had to do was destroy it.	game/scripts/acts/act3.rpy	617	il "[what]"
act3_e9a1d96a	il	In fact, since the letter was found still sealed, I would suspect Salome encouraged Fleur to write it. To make Fleur's disappearance seem more credible, she placed it in the forest after her escape.	game/scripts/acts/act3.rpy	619	il "[what]"
act3_05ef1a68	il	Not only did Salome orchestrate this parricide. She survived.	game/scripts/acts/act3.rpy	628	il "[what]"
act3_a1519820		Anari crosses her arms and her brows knit together as she takes in Ilona's theory.	game/scripts/acts/act3.rpy	633	"[what]"
act3_ae74637f	an	You're forgetting something. You never explained what Edwin did in that room when he found the burned body. If I were him, I'd hide rather than stay out in the open. Why was he holding the body in his arms?	game/scripts/acts/act3.rpy	636	an "[what]"
act3_d0430801		Ilona freezes, her legs shaking. The words are caught in her throat again. As she sees this, Anari chuckled to herself.	game/scripts/acts/act3.rpy	639	"[what]"
act3_a68540b4	an	You really are awful at keeping secrets. There's no need to talk — I can already tell just by looking at you.	game/scripts/acts/act3.rpy	641	an "[what]"
act3_aa677a44		Ilona’s proposition is met with mumblings, grumblings, dissatisfied grunts and a few voices of support from the townsfolk. However, it’s all drowned out in the eyes and minds of both Ilona and Anari-	game/scripts/acts/act3.rpy	643	"[what]"
act3_5b35bb88		Ilona is shivering, and the warm rays of sun accentuate the bags under her eyes. Tired. Broken. But still standing.	game/scripts/acts/act3.rpy	647	"[what]"
act3_a9abd6be		Anari’s posture remains unflinching, the totality of her being in complete focus. She asks the crowd to simmer down, uncharacteristically somber.	game/scripts/acts/act3.rpy	650	"[what]"
act3_b462ea39		There is now only one question that remains — and a clock tower that's ticking away, endlessly.	game/scripts/acts/act3.rpy	653	"[what]"
act3_f6c8e5f3	an	So where is she? Where is Salome?	game/scripts/acts/act3.rpy	656	an "[what]"
act3_7a03d6f3	il	That, I can't tell you. I'm certain that my theory is correct, however.	game/scripts/acts/act3.rpy	659	il "[what]"
act3_27727842	il	I do not care what happens next, Anari. Whether you believe me or not is irrelevant. I've only tried to make sense of what I could from this tragedy.	game/scripts/acts/act3.rpy	662	il "[what]"
act3_cd9477e0	il	You cannot make me feel guilty for harbouring Edwin as a werewolf. He is not defined by his curse, and I want you to see that.	game/scripts/acts/act3.rpy	665	il "[what]"
act3_32de3dab	il	I have provided evidence and my theory, as you asked. Nothing I do now can change your mind. I accept it, regardless of the outcome.	game/scripts/acts/act3.rpy	668	il "[what]"
act3_de35f27f	an	Sister, I would like to believe you. More than anyone else, believe it or not. Why, however…	game/scripts/acts/act3.rpy	671	an "[what]"
act3_4e6c5686	an	Well, maybe I can tell you some other time. If we even get a chance that is. In your mind, you may be right...	game/scripts/acts/act3.rpy	676	an "[what]"
act3_d2c2e98b	an	But unless you bring Salome to me, I will not be convinced. The ‘righteousness’ that you preach is meaningless without tangible proof. So, where is Salome? We searched everywhere in this town for her daughter.	game/scripts/acts/act3.rpy	679	an "[what]"
act3_58f17a7b	il	I can only speculate at this point. Are there any secret or hidden passages in Belorov?	game/scripts/acts/act3.rpy	682	il "[what]"
act3_404747d0	an	That would be far too convenient, wouldn't it? You are right: nothing you do will change my mind. I have been burned by blindly trusting others in the past more times and in worse ways than you could ever imagine.	game/scripts/acts/act3.rpy	689	an "[what]"
act3_0cb31cca	an	If I am wrong, so be it. When my time comes, I’ll gladly accept my penance.	game/scripts/acts/act3.rpy	692	an "[what]"
act3_0da409a7	an	There's one thing that's certain: your arrival into this town brought with it the destruction of this family.	game/scripts/acts/act3.rpy	695	an "[what]"
act3_ae052f9a	an	If it weren't for you and Edwin, this tragedy would never have happened.	game/scripts/acts/act3.rpy	698	an "[what]"
act3_deeba605	il	You're blaming us for being caught in a plot that we had no part in? You have done nothing but look for reasons to kill Edwin all along. For all I know, maybe you planned for this to happen, to usurp power in Belorov.	game/scripts/acts/act3.rpy	701	il "[what]"
act3_40a3acb0	an	Hahahahaha! I didn't know nuns could tell jokes. As if I would ever wish for such a thing.	game/scripts/acts/act3.rpy	704	an "[what]"
act3_54c3efb5	an	You should learn to choose your words more wisely, Sister. It's unbecoming of a holy woman… but I had the nagging suspicion you were a heretic from the first moment I saw you. Someone like you could never win.	game/scripts/acts/act3.rpy	707	an "[what]"
act3_2a37e464		At Anari's signal, two town guards move in on Ilona and grip her arms tightly; drawing them behind her back. They bind Ilona's hands together with thick rope.	game/scripts/acts/act3.rpy	714	"[what]"
act3_8bf2e26b	il	Aaaaaaaahh! Let me go!	game/scripts/acts/act3.rpy	721	il "[what]"
act3_1358cf45		Ilona struggles and tries to shake the men off, but the guards do not relent. One grabs her by the hair and pulls it — the pain making Ilona wince in agony.	game/scripts/acts/act3.rpy	727	"[what]"
act3_0e41dd2e		As Edwin watches this, he feels a pang in his heart. He can only watch in horror as Ilona is slowly but steadily bound, resist as she might.	game/scripts/acts/act3.rpy	729	"[what]"
act3_d836be90		Edwin has seen enough.	game/scripts/acts/act3.rpy	735	"[what]"
act3_ec15fcc0		He transforms, the metallic chains that once constrained him clattering to the ground in pieces.	game/scripts/acts/act3.rpy	746	"[what]"
act3_15d88488		He rushes at the guards with a growl. Their attempts are pathetic; he pries Ilona away from them effortlessly.	game/scripts/acts/act3.rpy	750	"[what]"
act3_fea79246		His claws slice through the rope, freeing her.	game/scripts/acts/act3.rpy	752	"[what]"
act3_150c2a17		Anari strings her bow and takes an arrow from her quiver, training it on Edwin’s beastly form.	game/scripts/acts/act3.rpy	761	"[what]"
act3_5ce66e66	an	I won't let you escape.	game/scripts/acts/act3.rpy	763	an "[what]"
act3_a6d7a323		Anari releases the bowstring and an arrow zooms out of the bow's nocking point, making a whistling sound as it flies.	game/scripts/acts/act3.rpy	769	"[what]"
act3_f359fdcb		In one quick moment it grazes against Edwin's hide and he transforms from his bipedal, humanoid werewolf form to the form of a massive, animalistic grey wolf.	game/scripts/acts/act3.rpy	771	"[what]"
act3_4e6320f7		His senses numb with a lust for vengeance. Immediately, he swivels and targets Anari, swiping at her.	game/scripts/acts/act3.rpy	775	"[what]"
act3_4a71081e		She takes another arrow out of her quiver but is not able to use it, as Edwin's girthy claws knock the bow out of her hands and into the distance.	game/scripts/acts/act3.rpy	777	"[what]"
act3_7efbfe97		Ilona quickly jumps onto Edwin, and he barrels off.	game/scripts/acts/act3.rpy	779	"[what]"
act3_45b0b7a3	il	The gates will be already closed by now. There's a part of the wall that was hastily patched up. You should be able to climb through there.	game/scripts/acts/act3.rpy	787	il "[what]"
act3_01499aa8		Edwin shifts back into his bipedal form. He takes a running leap and embeds his claws into the ragged stone wall. He shifts back into his half-wolf form and starts climbing.	game/scripts/acts/act3.rpy	789	"[what]"
act3_60908973		The towering stone wall looms overhead. Edwin’s claws are sharp and his balance is not unlike a cat’s — precise and refined.	game/scripts/acts/act3.rpy	796	"[what]"
act3_73c1278f		However, he does have to account for Ilona in his other muscular claw, who is throwing his balance off while he does his best to climb as fast as he can.	game/scripts/acts/act3.rpy	798	"[what]"
act3_e5d96584		Almost as if on cue, Anari approaches on horseback.	game/scripts/acts/act3.rpy	805	"[what]"
